Date,Committee,Number of utterances made by the committees per month
"=""11-2008""",115,0
"=""11-2009""",115,110
"=""11-2010""",115,0
"=""11-2011""",115,0
"=""11-2012""",115,0
"=""12-1995""",115,0
"=""12-1996""",115,0
"=""12-1997""",115,0
"=""12-1998""",115,0
"=""12-1999""",115,0
"=""12-2000""",115,0
"=""12-2001""",115,99
"=""12-2002""",115,0
"=""12-2003""",115,0
"=""12-2004""",115,0
"=""12-2005""",115,0
"=""12-2006""",115,0
"=""12-2007""",115,457
"=""12-2008""",115,0
"=""12-2009""",115,156
"=""12-2010""",115,0
"=""12-2011""",115,0
"=""12-2012""",115,0
"=""01-1995""",124,0
"=""01-1996""",124,0
"=""01-1997""",124,0
"=""01-1998""",124,0
"=""01-1999""",124,0
"=""01-2000""",124,0
"=""01-2001""",124,0
"=""01-2002""",124,0
"=""01-2003""",124,0
"=""01-2004""",124,0
"=""01-2005""",124,0
"=""01-2006""",124,0
"=""01-2007""",124,343
"=""01-2008""",124,668
"=""01-2009""",124,0
"=""01-2010""",124,0
"=""01-2011""",124,133
"=""01-2012""",124,0
"=""02-1995""",124,0
"=""02-1996""",124,0
"=""02-1997""",124,0
"=""02-1998""",124,0
"=""02-1999""",124,0
"=""02-2000""",124,0
"=""02-2001""",124,0
"=""02-2002""",124,0
"=""02-2003""",124,0
"=""02-2004""",124,372
"=""02-2005""",124,161
"=""02-2006""",124,0
"=""02-2007""",124,1358
"=""02-2008""",124,164
"=""02-2009""",124,1048
"=""02-2010""",124,437
"=""02-2011""",124,1088
"=""02-2012""",124,1548
"=""03-1995""",124,0
"=""03-1996""",124,0
"=""03-1997""",124,0
"=""03-1998""",124,0
"=""03-1999""",124,0
"=""03-2000""",124,0
"=""03-2001""",124,0
"=""03-2002""",124,0
"=""03-2003""",124,0
"=""03-2004""",124,831
"=""03-2005""",124,856
"=""03-2006""",124,418
"=""03-2007""",124,1748
"=""03-2008""",124,1170
"=""03-2009""",124,1274
"=""03-2010""",124,736
"=""03-2011""",124,1597
"=""03-2012""",124,1086
"=""04-1995""",124,0
"=""04-1996""",124,0
"=""04-1997""",124,0
"=""04-1998""",124,0
"=""04-1999""",124,0
"=""04-2000""",124,0
"=""04-2001""",124,0
"=""04-2002""",124,0
"=""04-2003""",124,0
"=""04-2004""",124,894
"=""04-2005""",124,980
"=""04-2006""",124,555
"=""04-2007""",124,2135
"=""04-2008""",124,341
"=""04-2009""",124,864
"=""04-2010""",124,990
"=""04-2011""",124,605
"=""04-2012""",124,695
"=""05-1995""",124,0
"=""05-1996""",124,0
"=""05-1997""",124,0
"=""05-1998""",124,0
"=""05-1999""",124,0
"=""05-2000""",124,0
"=""05-2001""",124,0
"=""05-2002""",124,0
"=""05-2003""",124,0
"=""05-2004""",124,721
"=""05-2005""",124,896
"=""05-2006""",124,592
"=""05-2007""",124,1964
"=""05-2008""",124,684
"=""05-2009""",124,1079
"=""05-2010""",124,1184
"=""05-2011""",124,1036
"=""05-2012""",124,342
"=""06-1995""",124,0
"=""06-1996""",124,0
"=""06-1997""",124,0
"=""06-1998""",124,0
"=""06-1999""",124,0
"=""06-2000""",124,0
"=""06-2001""",124,0
"=""06-2002""",124,0
"=""06-2003""",124,140
"=""06-2004""",124,801
"=""06-2005""",124,451
"=""06-2006""",124,551
"=""06-2007""",124,1025
"=""06-2008""",124,868
"=""06-2009""",124,1226
"=""06-2010""",124,614
"=""06-2011""",124,756
"=""06-2012""",124,249
"=""07-1995""",124,0
"=""07-1996""",124,0
"=""07-1997""",124,0
"=""07-1998""",124,0
"=""07-1999""",124,0
"=""07-2000""",124,0
"=""07-2001""",124,0
"=""07-2002""",124,0
"=""07-2003""",124,999
"=""07-2004""",124,688
"=""07-2005""",124,89
"=""07-2006""",124,543
"=""07-2007""",124,1063
"=""07-2008""",124,1431
"=""07-2009""",124,131
"=""07-2010""",124,578
"=""07-2011""",124,1168
"=""07-2012""",124,437
"=""08-1995""",124,0
"=""08-1996""",124,0
"=""08-1997""",124,0
"=""08-1998""",124,0
"=""08-1999""",124,0
"=""08-2000""",124,0
"=""08-2001""",124,0
"=""08-2002""",124,0
"=""08-2003""",124,0
"=""08-2004""",124,0
"=""08-2005""",124,0
"=""08-2006""",124,348
"=""08-2007""",124,0
"=""08-2008""",124,101
"=""08-2009""",124,0
"=""08-2010""",124,0
"=""08-2011""",124,126
"=""08-2012""",124,0
"=""09-1995""",124,0
"=""09-1996""",124,0
"=""09-1997""",124,0
"=""09-1998""",124,0
"=""09-1999""",124,0
"=""09-2000""",124,0
"=""09-2001""",124,0
"=""09-2002""",124,0
"=""09-2003""",124,677
"=""09-2004""",124,389
"=""09-2005""",124,117
"=""09-2006""",124,629
"=""09-2007""",124,586
"=""09-2008""",124,334
"=""09-2009""",124,620
"=""09-2010""",124,213
"=""09-2011""",124,843
"=""09-2012""",124,294
"=""10-1995""",124,0
"=""10-1996""",124,0
"=""10-1997""",124,0
"=""10-1998""",124,0
"=""10-1999""",124,0
"=""10-2000""",124,0
"=""10-2001""",124,0
"=""10-2002""",124,0
"=""10-2003""",124,1153
"=""10-2004""",124,0
"=""10-2005""",124,0
"=""10-2006""",124,0
"=""10-2007""",124,236
"=""10-2008""",124,606
"=""10-2009""",124,458
"=""10-2010""",124,0
"=""10-2011""",124,932
"=""10-2012""",124,0
"=""11-1995""",124,0
"=""11-1996""",124,0
"=""11-1997""",124,0
"=""11-1998""",124,0
"=""11-1999""",124,0
"=""11-2000""",124,0
"=""11-2001""",124,0
"=""11-2002""",124,0
"=""11-2003""",124,0
"=""11-2004""",124,0
"=""11-2005""",124,523
"=""11-2006""",124,0
"=""11-2007""",124,443
"=""11-2008""",124,0
"=""11-2009""",124,601
"=""11-2010""",124,76
"=""11-2011""",124,445
"=""11-2012""",124,0
"=""12-1995""",124,0
"=""12-1996""",124,0
"=""12-1997""",124,0
"=""12-1998""",124,0
"=""12-1999""",124,0
"=""12-2000""",124,0
"=""12-2001""",124,0
"=""12-2002""",124,0
"=""12-2003""",124,0
"=""12-2004""",124,0
"=""12-2005""",124,65
"=""12-2006""",124,0
"=""12-2007""",124,0
"=""12-2008""",124,0
"=""12-2009""",124,313
"=""12-2010""",124,76
"=""12-2011""",124,0
"=""12-2012""",124,134
"=""01-1995""",128,0
"=""01-1996""",128,0
"=""01-1997""",128,0
"=""01-1998""",128,0
"=""01-1999""",128,0
"=""01-2000""",128,0
"=""01-2001""",128,0
"=""01-2002""",128,1067
"=""01-2003""",128,161
"=""01-2004""",128,791
"=""01-2005""",128,189
"=""01-2006""",128,0
"=""01-2007""",128,1053
"=""01-2008""",128,1653
"=""01-2009""",128,427
"=""01-2010""",128,806
"=""01-2011""",128,621
"=""01-2012""",128,447
"=""02-1995""",128,0
"=""02-1996""",128,0
"=""02-1997""",128,0
"=""02-1998""",128,0
"=""02-1999""",128,2507
"=""02-2000""",128,1973
"=""02-2001""",128,2728
"=""02-2002""",128,5547
"=""02-2003""",128,2922
"=""02-2004""",128,1572
"=""02-2005""",128,2073
"=""02-2006""",128,0
"=""02-2007""",128,3053
"=""02-2008""",128,3511
"=""02-2009""",128,1913
"=""02-2010""",128,1832
"=""02-2011""",128,4576
"=""02-2012""",128,3692
"=""03-1995""",128,0
"=""03-1996""",128,0
"=""03-1997""",128,0
"=""03-1998""",128,0
"=""03-1999""",128,5593
"=""03-2000""",128,5568
"=""03-2001""",128,6483
"=""03-2002""",128,2015
"=""03-2003""",128,1627
"=""03-2004""",128,2317
"=""03-2005""",128,3822
"=""03-2006""",128,0
"=""03-2007""",128,7403
"=""03-2008""",128,2221
"=""03-2009""",128,5393
"=""03-2010""",128,1969
"=""03-2011""",128,6741
"=""03-2012""",128,4471
"=""04-1995""",128,0
"=""04-1996""",128,0
"=""04-1997""",128,0
"=""04-1998""",128,0
"=""04-1999""",128,1380
"=""04-2000""",128,1563
"=""04-2001""",128,1291
"=""04-2002""",128,1635
"=""04-2003""",128,717
"=""04-2004""",128,1801
"=""04-2005""",128,1789
"=""04-2006""",128,0
"=""04-2007""",128,1743
"=""04-2008""",128,3596
"=""04-2009""",128,4366
"=""04-2010""",128,2401
"=""04-2011""",128,5008
"=""04-2012""",128,1076
"=""05-1995""",128,0
"=""05-1996""",128,0
"=""05-1997""",128,0
"=""05-1998""",128,0
"=""05-1999""",128,3563
"=""05-2000""",128,3129
"=""05-2001""",128,2050
"=""05-2002""",128,1457
"=""05-2003""",128,1907
"=""05-2004""",128,3740
"=""05-2005""",128,4473
"=""05-2006""",128,0
"=""05-2007""",128,5232
"=""05-2008""",128,4502
"=""05-2009""",128,1164
"=""05-2010""",128,3261
"=""05-2011""",128,3162
"=""05-2012""",128,1606
"=""06-1995""",128,0
"=""06-1996""",128,0
"=""06-1997""",128,0
"=""06-1998""",128,0
"=""06-1999""",128,3693
"=""06-2000""",128,4840
"=""06-2001""",128,5777
"=""06-2002""",128,3206
"=""06-2003""",128,3177
"=""06-2004""",128,3245
"=""06-2005""",128,2379
"=""06-2006""",128,24
"=""06-2007""",128,2982
"=""06-2008""",128,4271
"=""06-2009""",128,6896
"=""06-2010""",128,4471
"=""06-2011""",128,4428
"=""06-2012""",128,2955
"=""07-1995""",128,0
"=""07-1996""",128,0
"=""07-1997""",128,0
"=""07-1998""",128,0
"=""07-1999""",128,4562
"=""07-2000""",128,3327
"=""07-2001""",128,1861
"=""07-2002""",128,3270
"=""07-2003""",128,3876
"=""07-2004""",128,3982
"=""07-2005""",128,724
"=""07-2006""",128,3
"=""07-2007""",128,296
"=""07-2008""",128,2597
"=""07-2009""",128,1270
"=""07-2010""",128,3068
"=""07-2011""",128,3971
"=""07-2012""",128,3882
"=""08-1995""",128,0
"=""08-1996""",128,0
"=""08-1997""",128,0
"=""08-1998""",128,0
"=""08-1999""",128,391
"=""08-2000""",128,0
"=""08-2001""",128,768
"=""08-2002""",128,0
"=""08-2003""",128,0
"=""08-2004""",128,0
"=""08-2005""",128,0
"=""08-2006""",128,0
"=""08-2007""",128,447
"=""08-2008""",128,0
"=""08-2009""",128,0
"=""08-2010""",128,342
"=""08-2011""",128,573
"=""08-2012""",128,366
"=""09-1995""",128,0
"=""09-1996""",128,0
"=""09-1997""",128,0
"=""09-1998""",128,0
"=""09-1999""",128,3507
"=""09-2000""",128,4341
"=""09-2001""",128,1021
"=""09-2002""",128,4225
"=""09-2003""",128,2761
"=""09-2004""",128,5341
"=""09-2005""",128,2976
"=""09-2006""",128,3
"=""09-2007""",128,2359
"=""09-2008""",128,2467
"=""09-2009""",128,1475
"=""09-2010""",128,1980
"=""09-2011""",128,3734
"=""09-2012""",128,1987
"=""10-1995""",128,0
"=""10-1996""",128,0
"=""10-1997""",128,0
"=""10-1998""",128,0
"=""10-1999""",128,2601
"=""10-2000""",128,1599
"=""10-2001""",128,514
"=""10-2002""",128,552
"=""10-2003""",128,1912
"=""10-2004""",128,189
"=""10-2005""",128,2750
"=""10-2006""",128,0
"=""10-2007""",128,1591
"=""10-2008""",128,0
"=""10-2009""",128,1780
"=""10-2010""",128,0
"=""10-2011""",128,4651
"=""10-2012""",128,0
"=""11-1995""",128,0
"=""11-1996""",128,0
"=""11-1997""",128,0
"=""11-1998""",128,0
"=""11-1999""",128,775
"=""11-2000""",128,0
"=""11-2001""",128,1779
"=""11-2002""",128,0
"=""11-2003""",128,1546
"=""11-2004""",128,383
"=""11-2005""",128,3634
"=""11-2006""",128,0
"=""11-2007""",128,1013
"=""11-2008""",128,96
"=""11-2009""",128,1341
"=""11-2010""",128,0
"=""11-2011""",128,1828
"=""11-2012""",128,1241
"=""12-1995""",128,0
"=""12-1996""",128,0
"=""12-1997""",128,0
"=""12-1998""",128,0
"=""12-1999""",128,0
"=""12-2000""",128,0
"=""12-2001""",128,936
"=""12-2002""",128,0
"=""12-2003""",128,349
"=""12-2004""",128,673
"=""12-2005""",128,0
"=""12-2006""",128,0
"=""12-2007""",128,1419
"=""12-2008""",128,0
"=""12-2009""",128,1894
"=""12-2010""",128,230
"=""12-2011""",128,428
"=""12-2012""",128,672
"=""01-1995""",134,0
"=""01-1996""",134,0
"=""01-1997""",134,0
"=""01-1998""",134,0
"=""01-1999""",134,0
"=""01-2000""",134,0
"=""01-2001""",134,0
"=""01-2002""",134,0
"=""01-2003""",134,0
"=""01-2004""",134,0
"=""01-2005""",134,0
"=""01-2006""",134,0
"=""01-2007""",134,0
"=""01-2008""",134,0
"=""01-2009""",134,0
"=""01-2010""",134,116
"=""01-2011""",134,493
"=""01-2012""",134,67
"=""02-1995""",134,0
"=""02-1996""",134,0
"=""02-1997""",134,0
"=""02-1998""",134,0
"=""02-1999""",134,145
"=""02-2000""",134,741
"=""02-2001""",134,0
"=""02-2002""",134,0
"=""02-2003""",134,0
"=""02-2004""",134,0
"=""02-2005""",134,0
"=""02-2006""",134,0
"=""02-2007""",134,0
"=""02-2008""",134,0
"=""02-2009""",134,445
"=""02-2010""",134,608
"=""02-2011""",134,611
"=""02-2012""",134,1166
"=""03-1995""",134,0
"=""03-1996""",134,0
"=""03-1997""",134,0
"=""03-1998""",134,0
"=""03-1999""",134,411
"=""03-2000""",134,2151
"=""03-2001""",134,0
"=""03-2002""",134,0
"=""03-2003""",134,0
"=""03-2004""",134,0
"=""03-2005""",134,0
"=""03-2006""",134,0
"=""03-2007""",134,0
"=""03-2008""",134,0
"=""03-2009""",134,1255
"=""03-2010""",134,1519
"=""03-2011""",134,2074
"=""03-2012""",134,1078
"=""04-1995""",134,0
"=""04-1996""",134,0
"=""04-1997""",134,0
"=""04-1998""",134,0
"=""04-1999""",134,120
"=""04-2000""",134,1300
"=""04-2001""",134,0
"=""04-2002""",134,0
"=""04-2003""",134,0
"=""04-2004""",134,0
"=""04-2005""",134,0
"=""04-2006""",134,0
"=""04-2007""",134,0
"=""04-2008""",134,0
"=""04-2009""",134,675
"=""04-2010""",134,914
"=""04-2011""",134,1346
"=""04-2012""",134,1075
"=""05-1995""",134,0
"=""05-1996""",134,0
"=""05-1997""",134,0
"=""05-1998""",134,0
"=""05-1999""",134,637
"=""05-2000""",134,1527
"=""05-2001""",134,0
"=""05-2002""",134,0
"=""05-2003""",134,0
"=""05-2004""",134,0
"=""05-2005""",134,0
"=""05-2006""",134,0
"=""05-2007""",134,0
"=""05-2008""",134,0
"=""05-2009""",134,739
"=""05-2010""",134,529
"=""05-2011""",134,1393
"=""05-2012""",134,578
"=""06-1995""",134,0
"=""06-1996""",134,0
"=""06-1997""",134,0
"=""06-1998""",134,0
"=""06-1999""",134,837
"=""06-2000""",134,2220
"=""06-2001""",134,0
"=""06-2002""",134,0
"=""06-2003""",134,0
"=""06-2004""",134,0
"=""06-2005""",134,0
"=""06-2006""",134,0
"=""06-2007""",134,0
"=""06-2008""",134,0
"=""06-2009""",134,1436
"=""06-2010""",134,490
"=""06-2011""",134,1329
"=""06-2012""",134,722
"=""07-1995""",134,0
"=""07-1996""",134,0
"=""07-1997""",134,0
"=""07-1998""",134,0
"=""07-1999""",134,420
"=""07-2000""",134,730
"=""07-2001""",134,0
"=""07-2002""",134,0
"=""07-2003""",134,0
"=""07-2004""",134,0
"=""07-2005""",134,0
"=""07-2006""",134,0
"=""07-2007""",134,0
"=""07-2008""",134,0
"=""07-2009""",134,1894
"=""07-2010""",134,1323
"=""07-2011""",134,4916
"=""07-2012""",134,929
"=""08-1995""",134,0
"=""08-1996""",134,0
"=""08-1997""",134,0
"=""08-1998""",134,0
"=""08-1999""",134,347
"=""08-2000""",134,0
"=""08-2001""",134,0
"=""08-2002""",134,0
"=""08-2003""",134,0
"=""08-2004""",134,0
"=""08-2005""",134,0
"=""08-2006""",134,0
"=""08-2007""",134,0
"=""08-2008""",134,0
"=""08-2009""",134,0
"=""08-2010""",134,0
"=""08-2011""",134,122
"=""08-2012""",134,160
"=""09-1995""",134,0
"=""09-1996""",134,0
"=""09-1997""",134,0
"=""09-1998""",134,0
"=""09-1999""",134,1706
"=""09-2000""",134,2411
"=""09-2001""",134,0
"=""09-2002""",134,0
"=""09-2003""",134,0
"=""09-2004""",134,0
"=""09-2005""",134,0
"=""09-2006""",134,0
"=""09-2007""",134,0
"=""09-2008""",134,0
"=""09-2009""",134,383
"=""09-2010""",134,929
"=""09-2011""",134,1116
"=""09-2012""",134,560
"=""10-1995""",134,0
"=""10-1996""",134,0
"=""10-1997""",134,0
"=""10-1998""",134,0
"=""10-1999""",134,2817
"=""10-2000""",134,335
"=""10-2001""",134,0
"=""10-2002""",134,0
"=""10-2003""",134,0
"=""10-2004""",134,0
"=""10-2005""",134,0
"=""10-2006""",134,0
"=""10-2007""",134,0
"=""10-2008""",134,0
"=""10-2009""",134,1353
"=""10-2010""",134,0
"=""10-2011""",134,3014
"=""10-2012""",134,0
"=""11-1995""",134,487
"=""11-1996""",134,0
"=""11-1997""",134,0
"=""11-1998""",134,0
"=""11-1999""",134,1160
"=""11-2000""",134,0
"=""11-2001""",134,0
"=""11-2002""",134,0
"=""11-2003""",134,0
"=""11-2004""",134,0
"=""11-2005""",134,0
"=""11-2006""",134,0
"=""11-2007""",134,0
"=""11-2008""",134,0
"=""11-2009""",134,639
"=""11-2010""",134,169
"=""11-2011""",134,1635
"=""11-2012""",134,509
"=""12-1995""",134,0
"=""12-1996""",134,0
"=""12-1997""",134,0
"=""12-1998""",134,0
"=""12-1999""",134,52
"=""12-2000""",134,0
"=""12-2001""",134,0
"=""12-2002""",134,0
"=""12-2003""",134,0
"=""12-2004""",134,0
"=""12-2005""",134,0
"=""12-2006""",134,0
"=""12-2007""",134,0
"=""12-2008""",134,0
"=""12-2009""",134,1198
"=""12-2010""",134,270
"=""12-2011""",134,759
"=""12-2012""",134,472
"=""01-1995""",138,0
"=""01-1996""",138,0
"=""01-1997""",138,622
"=""01-1998""",138,0
"=""01-1999""",138,605
"=""01-2000""",138,1147
"=""01-2001""",138,0
"=""01-2002""",138,606
"=""01-2003""",138,0
"=""01-2004""",138,1577
"=""01-2005""",138,0
"=""01-2006""",138,187
"=""01-2007""",138,882
"=""01-2008""",138,1074
"=""01-2009""",138,0
"=""01-2010""",138,1072
"=""01-2011""",138,363
"=""01-2012""",138,1307
"=""02-1995""",138,0
"=""02-1996""",138,0
"=""02-1997""",138,3447
"=""02-1998""",138,0
"=""02-1999""",138,1945
"=""02-2000""",138,2473
"=""02-2001""",138,7294
"=""02-2002""",138,3640
"=""02-2003""",138,129
"=""02-2004""",138,2773
"=""02-2005""",138,1436
"=""02-2006""",138,2119
"=""02-2007""",138,3976
"=""02-2008""",138,2698
"=""02-2009""",138,421
"=""02-2010""",138,2318
"=""02-2011""",138,1450
"=""02-2012""",138,2819
"=""03-1995""",138,0
"=""03-1996""",138,0
"=""03-1997""",138,2867
"=""03-1998""",138,0
"=""03-1999""",138,5398
"=""03-2000""",138,13264
"=""03-2001""",138,3788
"=""03-2002""",138,2870
"=""03-2003""",138,3945
"=""03-2004""",138,6058
"=""03-2005""",138,5978
"=""03-2006""",138,3488
"=""03-2007""",138,5658
"=""03-2008""",138,2024
"=""03-2009""",138,2335
"=""03-2010""",138,3025
"=""03-2011""",138,4589
"=""03-2012""",138,1999
"=""04-1995""",138,525
"=""04-1996""",138,0
"=""04-1997""",138,6129
"=""04-1998""",138,0
"=""04-1999""",138,2638
"=""04-2000""",138,2758
"=""04-2001""",138,3365
"=""04-2002""",138,2568
"=""04-2003""",138,5156
"=""04-2004""",138,3344
"=""04-2005""",138,4085
"=""04-2006""",138,3217
"=""04-2007""",138,2172
"=""04-2008""",138,3294
"=""04-2009""",138,1510
"=""04-2010""",138,1762
"=""04-2011""",138,2445
"=""04-2012""",138,1206
"=""05-1995""",138,0
"=""05-1996""",138,0
"=""05-1997""",138,2270
"=""05-1998""",138,0
"=""05-1999""",138,4072
"=""05-2000""",138,2964
"=""05-2001""",138,4425
"=""05-2002""",138,4404
"=""05-2003""",138,3644
"=""05-2004""",138,3881
"=""05-2005""",138,3223
"=""05-2006""",138,3235
"=""05-2007""",138,2753
"=""05-2008""",138,2838
"=""05-2009""",138,2254
"=""05-2010""",138,2070
"=""05-2011""",138,3024
"=""05-2012""",138,1462
"=""06-1995""",138,0
"=""06-1996""",138,0
"=""06-1997""",138,4113
"=""06-1998""",138,0
"=""06-1999""",138,5363
"=""06-2000""",138,6600
"=""06-2001""",138,3953
"=""06-2002""",138,6054
"=""06-2003""",138,5074
"=""06-2004""",138,3339
"=""06-2005""",138,3981
"=""06-2006""",138,4151
"=""06-2007""",138,3466
"=""06-2008""",138,2325
"=""06-2009""",138,2782
"=""06-2010""",138,1821
"=""06-2011""",138,3990
"=""06-2012""",138,2236
"=""07-1995""",138,0
"=""07-1996""",138,0
"=""07-1997""",138,3758
"=""07-1998""",138,0
"=""07-1999""",138,3146
"=""07-2000""",138,4298
"=""07-2001""",138,3209
"=""07-2002""",138,3981
"=""07-2003""",138,4372
"=""07-2004""",138,3337
"=""07-2005""",138,2510
"=""07-2006""",138,4704
"=""07-2007""",138,3559
"=""07-2008""",138,4112
"=""07-2009""",138,3303
"=""07-2010""",138,2861
"=""07-2011""",138,3421
"=""07-2012""",138,3245
"=""08-1995""",138,0
"=""08-1996""",138,0
"=""08-1997""",138,0
"=""08-1998""",138,0
"=""08-1999""",138,2858
"=""08-2000""",138,0
"=""08-2001""",138,1310
"=""08-2002""",138,1259
"=""08-2003""",138,215
"=""08-2004""",138,1985
"=""08-2005""",138,571
"=""08-2006""",138,906
"=""08-2007""",138,802
"=""08-2008""",138,0
"=""08-2009""",138,0
"=""08-2010""",138,0
"=""08-2011""",138,0
"=""08-2012""",138,666
"=""09-1995""",138,0
"=""09-1996""",138,0
"=""09-1997""",138,0
"=""09-1998""",138,0
"=""09-1999""",138,3352
"=""09-2000""",138,4483
"=""09-2001""",138,648
"=""09-2002""",138,2105
"=""09-2003""",138,3016
"=""09-2004""",138,2927
"=""09-2005""",138,2291
"=""09-2006""",138,5042
"=""09-2007""",138,706
"=""09-2008""",138,2194
"=""09-2009""",138,2522
"=""09-2010""",138,1370
"=""09-2011""",138,1684
"=""09-2012""",138,1245
"=""10-1995""",138,0
"=""10-1996""",138,0
"=""10-1997""",138,746
"=""10-1998""",138,0
"=""10-1999""",138,2577
"=""10-2000""",138,3608
"=""10-2001""",138,3365
"=""10-2002""",138,2882
"=""10-2003""",138,5208
"=""10-2004""",138,996
"=""10-2005""",138,2118
"=""10-2006""",138,284
"=""10-2007""",138,5796
"=""10-2008""",138,2678
"=""10-2009""",138,1948
"=""10-2010""",138,0
"=""10-2011""",138,1207
"=""10-2012""",138,773
"=""11-1995""",138,0
"=""11-1996""",138,0
"=""11-1997""",138,4592
"=""11-1998""",138,0
"=""11-1999""",138,892
"=""11-2000""",138,0
"=""11-2001""",138,3290
"=""11-2002""",138,1155
"=""11-2003""",138,1318
"=""11-2004""",138,942
"=""11-2005""",138,1578
"=""11-2006""",138,0
"=""11-2007""",138,3271
"=""11-2008""",138,881
"=""11-2009""",138,1801
"=""11-2010""",138,0
"=""11-2011""",138,3072
"=""11-2012""",138,762
"=""12-1995""",138,0
"=""12-1996""",138,0
"=""12-1997""",138,0
"=""12-1998""",138,0
"=""12-1999""",138,5956
"=""12-2000""",138,3813
"=""12-2001""",138,841
"=""12-2002""",138,864
"=""12-2003""",138,471
"=""12-2004""",138,146
"=""12-2005""",138,1350
"=""12-2006""",138,0
"=""12-2007""",138,1178
"=""12-2008""",138,875
"=""12-2009""",138,1890
"=""12-2010""",138,0
"=""12-2011""",138,2140
"=""12-2012""",138,0
"=""01-1995""",142,0
"=""01-1996""",142,0
"=""01-1997""",142,0
"=""01-1998""",142,0
"=""01-1999""",142,0
"=""01-2000""",142,0
"=""01-2001""",142,0
"=""01-2002""",142,0
"=""01-2003""",142,0
"=""01-2004""",142,0
"=""01-2005""",142,0
"=""01-2006""",142,0
"=""01-2007""",142,0
"=""01-2008""",142,0
"=""01-2009""",142,8
"=""01-2010""",142,409
"=""01-2011""",142,10
"=""01-2012""",142,0
"=""02-1995""",142,0
"=""02-1996""",142,0
"=""02-1997""",142,0
"=""02-1998""",142,0
"=""02-1999""",142,0
"=""02-2000""",142,0
"=""02-2001""",142,0
"=""02-2002""",142,0
"=""02-2003""",142,270
"=""02-2004""",142,0
"=""02-2005""",142,230
"=""02-2006""",142,0
"=""02-2007""",142,172
"=""02-2008""",142,70
"=""02-2009""",142,620
"=""02-2010""",142,275
"=""02-2011""",142,223
"=""02-2012""",142,0
"=""03-1995""",142,0
"=""03-1996""",142,0
"=""03-1997""",142,0
"=""03-1998""",142,0
"=""03-1999""",142,0
"=""03-2000""",142,0
"=""03-2001""",142,0
"=""03-2002""",142,0
"=""03-2003""",142,369
"=""03-2004""",142,0
"=""03-2005""",142,1137
"=""03-2006""",142,19
"=""03-2007""",142,487
"=""03-2008""",142,232
"=""03-2009""",142,178
"=""03-2010""",142,0
"=""03-2011""",142,393
"=""03-2012""",142,0
"=""04-1995""",142,0
"=""04-1996""",142,0
"=""04-1997""",142,0
"=""04-1998""",142,0
"=""04-1999""",142,0
"=""04-2000""",142,0
"=""04-2001""",142,0
"=""04-2002""",142,0
"=""04-2003""",142,0
"=""04-2004""",142,104
"=""04-2005""",142,284
"=""04-2006""",142,0
"=""04-2007""",142,0
"=""04-2008""",142,669
"=""04-2009""",142,361
"=""04-2010""",142,114
"=""04-2011""",142,90
"=""04-2012""",142,153
"=""05-1995""",142,0
"=""05-1996""",142,0
"=""05-1997""",142,0
"=""05-1998""",142,0
"=""05-1999""",142,0
"=""05-2000""",142,0
"=""05-2001""",142,482
"=""05-2002""",142,431
"=""05-2003""",142,28
"=""05-2004""",142,159
"=""05-2005""",142,0
"=""05-2006""",142,365
"=""05-2007""",142,692
"=""05-2008""",142,498
"=""05-2009""",142,133
"=""05-2010""",142,953
"=""05-2011""",142,213
"=""05-2012""",142,0
"=""06-1995""",142,0
